Reviews,Verdict
"Bought this product on 20th April 2021. The 1st one that i got had a sreen bleeding problem, so the I opted for a replacement. I got the replacement product on 26th April 2021. The screen had even more bleeding than the 1st one. Now i opted for a refund and it will also take a lot of time. This is absolutely horrible. I bought this product due to its screen accuracy and its colour contrast. I'm absolutely unhappy with the purchase.READ MORE",0
Worst product hinge got broken while openingREAD MORE,0
"This is a beast machine , works superb with all kinda stuff thrown at it , be it gaming, coding, video streaming etc .Best laptop under 60k Plus ryzen 5500u  is much  power efficient that u literally feel the battery life doing great and Don't play games on battery , plug in power and unleash the beastREAD MORE",1
Very bad.READ MORE,0
Best in this budget rangeREAD MORE,1
GoodREAD MORE,1
"7 months after using the product, hinges have broken while opening the laptop. To my surprise, hinges are not included in warranty. Be ready to shell out 2500 for hinges every 7 months in case you use it regularly...i have images but can't see option to upload the images ..Otherwise product works fine. Charger gives trouble by any android charger works for this laptop...READ MORE",0
Laptop is great. But the delivery was 7 days late.Great performance.Excellent battery life for a gaming laptop... General usage 6.5 hours with internet connected.Loved the IPS Panel.READ MORE,1
"Review after 5 days usage..Searching for official and gaming purpose combo and came across Aspire7 Ryzen 5000 series launch on 26 Feb ordered within 4 hours.Very neat and simple design, No heating issue, no MS office..Processor & Speed - Very goodOnly one SSD slotWifi connectivity is goodBuild quality is goodBattery - Very good (6 -7 hours on normal use)Display - FHD Good Sound - GoodFlipkart packaging and delivery was good and on time.READ MORE",1
Best LaptopREAD MORE,1
The product is very good but there is only one disadvantage of speaker because it's speaker volume is very low and below expectation otherwise the product is very good🥳READ MORE,1
This is one of the best laptops you can get. The feel you will get when watching a movie is up to the best. Blue light filter facility you can get in quick access is really good for your eyes when you are working for a long time. Camera quality is good for taking photos. The speakers are not doing their job well. Maximum sound we can have with them is less than some other brands of laptop. Speaker could have been better. A strong production is provided for the laptop by the built body and des...READ MORE,1
"Got the poor product and facing the problem, now it's not working.follow up with service center presently.recommend u people by to buyREAD MORE",0
Laptop with good specifications under 50kREAD MORE,1
U can play modern games like control in high and mid settingsREAD MORE,1
NiceREAD MORE,0
"And what a lappy! In the beginning I was skeptical about Ryzen processor because I have always used Intel. But I don't regret a bit as this is the best processor for this range.Design: minimilistic design, smooth and clean, backlit keyboardPerformance: top notch performance, the 5000 U processor is more than enough to do your daily work and also inspire you in playing good games.I bought fifa 21 which is a high graphics game and the processor has made it look like a cake walk. Amazing g...READ MORE",1
Useless product...Plz don't buy itREAD MORE,0
Best laptop!!!No doubt this is the best laptop under this price segment. Display:10/10Performance:9/10Gaming experience:8/10Sound:7/10Battery:10/10Build:8/10READ MORE,1
If u want 32GB ssd dnt buy laptop go for a mobileREAD MORE,0
Thank you for fast deliveryREAD MORE,1
Worth buying this product. Exceeded my expectations. Sound is not that great. But everything is awesome other than that.READ MORE,1
Improve sounds qualityREAD MORE,1
defect screenREAD MORE,0
Very nice and super laptop.This laptop has real power of gaming.READ MORE,1
"Deliverd falut product,laltop does not turn on beside this filpkart gave any replacemt totally harasment dont buy this productREAD MORE",0
It's totally impressive... Outstanding performance from processor and graphical department and one of the best laptop that you can buy right now...READ MORE,1
One thing only and that is the flex at the screen panelREAD MORE,1
Awesome experience having this..Must buyWork efficientlyWindows Switching on within 8sec.Performance bestREAD MORE,1
Too good.READ MORE,1
Excellent piece of technology. Great product works like a charm. Nice build quality feel very light and dust free. Very silent and smooth.READ MORE,1
Everything is good about this laptop but they should work on build quality the build quality is very cheap The performance is really good it takes only about 6secREAD MORE,1
Worst product ever very poor performance please don't buyREAD MORE,0
Its been 2 weeks i got this product and my devise stopped working and touch isn't working at all. There's problem with wifi connection as well.READ MORE,0
Battery standby is too bad. I used word for 10mins and 11% charge dropped.READ MORE,1
Best with ryzen 5500.READ MORE,1
"Very neat and simple design for a gaming laptop, No heating issue.. Can be used for even official purpose, no MS office.. Value for money product..Processor & Speed - Very goodBuild quality - Good (Plastic)Battery - Very good (6 hours on normal use)Display - Good (Anti-glare)Sound - AverageREAD MORE",1
It's a great product in this price range. Perfect for those who have low budget and want great features.The only drawback is that it should have a separate slot for hdd .or at least for ssd .otherwise its just perfectREAD MORE,1
Not good productREAD MORE,0
BeastREAD MORE,1
"Perfect Quality Laptop Correct time Delivery by Flipkart.Display is good, but found some Backlight Bleeding (which is normal in every lcd panels).Sound is good.Processor works like a charm, no problems at all, Ryzen did their job perfectly.8gb ram, 3200 Mhz Frequency with one more slot left open.GPU also works perfectly, can run any AAA games with descent fps.Thermals are in the lower 80's while gaming, which is superb.Battery 5-6 hours on normal use.One Negative is the availability ...READ MORE",1
Performance is awesomeBattery backup is fine with 5500 cpu which uses low power cores while in useYou need always to plug in to get its full juice.Bluetooth is not working sometimes.Quick startup using SSDWorth for 55kREAD MORE,1
"Good Laptop, best at the price.... Very fast... Good for gaming.READ MORE",1
All specifications are good battery is also good which alot of people should see before buying any gadget.READ MORE,1
AwesomeREAD MORE,1
Product delivered perfectly fine using it from last 1 month and Good performance.READ MORE,1
Laptop is great. But the delivery was 7 days late.Great performance.Excellent battery life for a gaming laptop... General usage 6.5 hours with internet connected.Loved the IPS Panel.READ MORE,1
"Must buy, except speaker and build quality  everything else is great for this price.Battery is too goodDisplay is great tooGraphics is greatAll other things are doing good.Bought at 55k and it is definitely the best laptop for this price range.READ MORE",1
Guys if you are a heavy gamer... Then u must not be here... As this price segment is not for heavy gamers... But if you are a casual gamer then trust me guys go with acer aspire 7 ryzen 5500u... It is really a battery power house... It will last almost 6 to 7 hours if you are using wifi and doing multi tasking.... And the msi gf63 thin with i5 9th Gen has a max q processor which is still not good for gaming compared to acer aspire 7 ryzen 5500u.... And you will only get 3 to 4 hrs of battery ...READ MORE,1
Very good displayPerformance above parWeighs a bit heavyREAD MORE,1
I am very disappointed from flipkart. The product box was tampered when I recieved. Then I have doubt of that product. After that I can't start up the laptop. After I fully charged the laptop screen is fully black. Now I have chossed the replacement option. Let's what happened with next replacement product.READ MORE,0
Just go for it rumores about weak battery is false i have been using this laptop for almost 1 month and on normal usage 8 to 9 hours and it takes 1 and a half hour to get fully charged but speakers are weak so you're gonna need a separate speaker and other than speaker everything runs absolutely perfectREAD MORE,1
"very slow. only for few days it will work later it keeps getting slow, too many windows updates  will eat up your memory in no time. After few  days it is very slow some times it won't  even interact.READ MORE",0
"Worst experience. I think i was scammed. After 15 days my battery stopped working. When i contacted acer for a replacement, i was rejected. Display bleeding and backlight intensity is fluctuating. Do not buy it please. I don't want anyone to fall for this again.READ MORE",0
"Hey ,i bought this in BBD sale for 54k, absolutely great choice , processor is efficient as well as a powerhouse, over throws laptops with 1650ti just because of its thermals, i mean its wonderful. Installed predator sense from net(cracked available) and now i can use cool boost and manually controll fans, great cooling. Charging is fast enough, bb is great around 5-7 hours light usage, bios is not feature rich, keyboard backlight is not isolated/covered,the leds are visible direct so sometim...READ MORE",1
This is all I ever wanted in a laptop in this budget range with such a phenomenal Cpu and fantastic battery backupAll rounder!!READ MORE,1
Latest and cpu Crazy fast Best value for money  laptopREAD MORE,1
"Looks much better than shown in flipkart site.If u are confused about looks u can take this for sure rest everything is perfect and it also comes with antiglare screen. Battery, speaker and camera could havee been better if but if this things don't concern u then this is a prefect choice if under 55k.in performance it is a beast and does not heat up very easily for heating it u most paly lot of games and that to temperature goes till max 80 degreeREAD MORE",1
"For daily use and professional purpose best laptop.Build quality should have been more improved , same like previous generation.Battery is above average.Should have provided with fingerprint like previous gen.Overall a budget beast.READ MORE",1
"Hands down best laptop in this range, with 4GB NVIDEA graphics cards used it for about 3 months now no issues at all working just fine.Kudos to the battery life it can easily run for about 5-6 hrs if you're doing just normal stuff with Word and browsing the internet and watching movies and thanks to its 165W charger it just takes about 1 hr and 20 min to get fully charged with the laptop running on the go and less than an hour if it's powered offYou can definitely go for it.READ MORE",1
Good productREAD MORE,1
best value for moneyREAD MORE,1
Performance 5 out of 5Battery 5 out of 5 Design 3.5 out of 5Value for money 100 percentI am loving it very muchREAD MORE,1
What a beauty this laptop is. The screen is a joy and has anti reflective costing on it. The keys are very tactile on the keyboard and gives are good feel when typing. I even enjoyed the key travel. Played a couple of heavy games and the laptop did very well. The backlit keyboard is more than sufficient for this price. Don't expect something astronomical. For 56k this is a very worth contender for a great laptop. Totally happy and satisfied with the product. Acer has a app called acer care ce...READ MORE,1
"Worth every penny, everything is fantastic under 55kREAD MORE",1
Value for moneyREAD MORE,1
Value for moneyREAD MORE,1
"Very good laptop for every kind of related work (gaming,programming,presentation,graphics designing)Performance is great, sound is less but not a huge problemcan managed everything is ok happy with the laptop❤️✨.READ MORE",1
Nice productREAD MORE,1
Good for productivityREAD MORE,1
Performance beast 🔥 🔥 🔥 You would have seen most of the reviews that the laptop has low volume speaker as a con! Hello buyers who worry about low volume speakers. Just install latest audio driver from acer website and FX Sound app. You'll get huge difference! It's even louder!READ MORE,1
Good performance Charges in 100 minLast upto 7 hrs while browsing Last upto 1 hr while gaming (play while plugged in)Doesn’t make noise while workingValue for money  Not have extra slot for ssd thoughREAD MORE,1
Good value for money. Performance is good to is configurationREAD MORE,1
Good performanceREAD MORE,1
Very good design and amazing cooling system which makes the laptop run smoothly without any heat. Loved the specifications of this laptop especially the ryzen 5 5500u processor coupled with a Nvidia GeForce GTX 1650 is a killer combo in this price range of 55k. Overall a perfectly balanced laptop for everyday needs.READ MORE,1
Very good laptop for daily use and occasional gaming..READ MORE,1
I am writing after 6 months of using. This laptop is the best one in every parameters.READ MORE,1
Gaming experience is good.Display must be improved.READ MORE,1
Best laptop under budgetREAD MORE,1
Nice one😌READ MORE,1
Worth for moneyREAD MORE,1
Dear team o got parcel in torn condition.READ MORE,0
This is very reliable laptop nd I used last 10 days nd after that I have give exactly review of this laptop Overall best performance nd good booting nd also u can edit video like a professional like premiere ProREAD MORE,1
Good in performanceREAD MORE,1
Sound quality is very low that u cannot hear even in full volume.READ MORE,0
No lags very good laptop in this budget range .READ MORE,1
GTA v 60fpsREAD MORE,1
"To be very honest this is amazing product.The only con is that build quality is not that good but you can manage. The biggest myth is sound quality which quite loud in this but the 720p camera is very very bad , like bad as my previous laptop which was just 18000 in price .In a nuty go for it don't think too much beleive me you will proud of your decision.One thing to be noted this is my review after 2 hrs of its delivery.READ MORE",1
"No heating issues, fast and the battery lasts about 5 hours on normal use (with BEST PERFORMANCE SETTINGS). Just go for it and you won't regret it. :DREAD MORE",1
Versatile laptop good for day to day tasks and light gaming.READ MORE,1
GoodREAD MORE,1
Awesome Only Display has a yellow tint issue So Beware of thatOtherwise super Awosome LaptopREAD MORE,1
