Reviews,Verdict
Only waste of moneyREAD MORE,0
Thank you flipkart for fast delivery and this phone is value for money best phoneREAD MORE,1
No good phoneREAD MORE,1
Best phone but one problem full charging timing 2.30 minREAD MORE,1
Camera Quality is GoodBattery is nice and all over is awesomeREAD MORE,1
Very poorREAD MORE,0
Worst performanceREAD MORE,0
The camera quality is very poor . Battery is good . performance is good due to camera quality is poor i am disappointed this mobile .READ MORE,0
Camera is not performing well....!?READ MORE,0
Good 👍READ MORE,1
Phone hang problemREAD MORE,0
Not good vivo to 5g mobileREAD MORE,0
bestREAD MORE,1
Superb phoneREAD MORE,1
Good phone in this range . Nice processor and smooth working even in heavy usages performed well . Overall good for study purpose . Camera is not good in terms of clearity but overall makes a person look good . So overall a choice choice . It depends upon individual to individual but i liked the phone and using it and not found any problem .READ MORE,1
All function very good I am very happy I love my Flipkart thanks camera is very good photoREAD MORE,1
Volume not 🚫🚫🚫Call voice not workingREAD MORE,0
Best 5G budget phone with latest Android 12READ MORE,1
This products is very poor service Hange problemScreen touch problemREAD MORE,0
Best QualityREAD MORE,1
Touch does not work fast. 120 does not feel pressed.READ MORE,0
BestREAD MORE,1
Nice phone but ips display or front camera is not satisfyREAD MORE,1
Best mobile in this price range awesome performance...READ MORE,1
Image good qualityREAD MORE,1
Nice 😍😍😍😘😘😘😘READ MORE,1
Very bad product also give sd695 but still very slow responding. Also camara results are not good with 50mpCharging Speed also slow.if we open contact then need to wait for 30sec for reading a contact. Waste of moneyREAD MORE,0
Touch problem don't buy wast of moneyREAD MORE,0
"Value for money, very smooth functioning and Look wise its so so superb...go for it guysREAD MORE",1
Good product.Camera is also good.Smooth performance.Battery life is good.READ MORE,1
GreatREAD MORE,1
Thanks flipkartREAD MORE,1
NiceREAD MORE,1
volte not supportREAD MORE,0
Value for money.Display quality is outstanding.Battery backup awesomeREAD MORE,1
Nice 🙂🙂READ MORE,1
Flikart service very poor not responding please don't buy vivo mobile on flipkart application because it is fully hanging and screen freezing touch not working set an time photos very poor .i am completed the flipkart but not responding .please don't buy this mobile weast of moneyREAD MORE,0
Super CoolREAD MORE,1
BATTERY IS DRAINING FASTCAIMRA QUALITY VERY poor Flipkart return policy is fake don't by any product from FlipkartREAD MORE,0
Best phone around 15 to 20kREAD MORE,1
Camera qualityREAD MORE,1
Nice phoneREAD MORE,1
Good camera 📷READ MORE,1
Value of moneyREAD MORE,1
Very bad mobileREAD MORE,0
Hanging problem Over hiting problemMobile not wark propertyFlipkart not help service is bedREAD MORE,0
Bad product camera poor qualityREAD MORE,0
very nice mobileREAD MORE,1
Good productREAD MORE,1
Very slow hangingREAD MORE,0
OkREAD MORE,1
"Best product in the market new lounch mind blowing, best performance good service......nice one,👍READ MORE",1
NiceREAD MORE,1
Hanging issuesREAD MORE,0
Bad priceREAD MORE,0
Very nice i like This phoneREAD MORE,1
Overall phone is good a must buy in this range 6 GB RAM with 5 G Battery is too awesomeREAD MORE,1
"I am not satisfied when i received thus Vivo T1 5g phone. Because this phone speaker is bass less, not a good voice.I was trying to flipkart of many times to resolve my speaker issue but flipkart doesn't response. Also this phone taking a long time for chargingREAD MORE",0
Screen touch very slow Don't West moneyREAD MORE,0
